run_name,config,features,seed,fold,split,n_train,n_eval,prevalence,roc_auc,pr_auc,log_loss,brier,epochs_ran,seconds,commit,notes
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,2,cv_dev,6327,1582,0.127686,0.97152,0.770919,0.146841,0.043961,29.0,5.93,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,3,cv_dev,6327,1582,0.140329,0.971373,0.787508,0.148469,0.046931,27.0,5.45,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,4,cv_dev,6327,1582,0.127686,0.976352,0.828716,0.132332,0.041123,25.0,5.05,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,0,cv_dev,6327,1582,0.121997,0.974332,0.828925,0.132753,0.038367,41.0,7.75,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,1,cv_dev,6328,1581,0.1284,0.976542,0.829767,0.135818,0.040218,26.0,5.31,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,2,cv_dev,6327,1582,0.127686,0.967,0.770069,0.151671,0.045586,34.0,6.82,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,3,cv_dev,6327,1582,0.140329,0.964858,0.779618,0.166415,0.049035,32.0,5.95,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,4,cv_dev,6327,1582,0.127686,0.976015,0.818424,0.145114,0.042772,42.0,8.17,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,0,cv_dev,6327,1582,0.121997,0.973578,0.819418,0.129335,0.037222,45.0,8.68,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,1,cv_dev,6328,1581,0.1284,0.975573,0.818878,0.137985,0.041916,32.0,6.39,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,2,cv_dev,6327,1582,0.127686,0.971721,0.782852,0.144921,0.042624,29.0,6.08,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,3,cv_dev,6327,1582,0.140329,0.962474,0.777359,0.169779,0.048511,33.0,6.26,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,4,cv_dev,6327,1582,0.127686,0.975047,0.818647,0.139505,0.042497,37.0,7.44,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,0,cv_dev,6327,1582,0.121997,0.978525,0.828974,0.122892,0.036502,40.0,8.27,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,1,cv_dev,6328,1581,0.1284,0.976699,0.840146,0.133414,0.040249,37.0,7.84,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,2,cv_dev,6327,1582,0.127686,0.971284,0.766404,0.146317,0.043758,34.0,6.84,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,3,cv_dev,6327,1582,0.140329,0.958158,0.788534,0.178358,0.051123,34.0,6.54,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_1,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,4,cv_dev,6327,1582,0.127686,0.976873,0.821025,0.130913,0.041585,27.0,5.33,7a5d721-dirty,"Una sola cabeza, d_head 64: exactamente la dimension por cabeza que usa el paper. Sin multi-cabeza el modelo atiende en un unico subespacio, que es la pregunta que la fila responde."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,0,cv_dev,6327,1582,0.121997,0.979166,0.829474,0.12163,0.038069,24.0,5.08,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,1,cv_dev,6328,1581,0.1284,0.976474,0.824442,0.137336,0.04158,32.0,6.45,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,2,cv_dev,6327,1582,0.127686,0.973041,0.781498,0.139089,0.042305,38.0,8.57,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,3,cv_dev,6327,1582,0.140329,0.967488,0.801147,0.160122,0.050338,19.0,5.68,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,4,cv_dev,6327,1582,0.127686,0.976489,0.829048,0.14151,0.043545,24.0,4.95,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,0,cv_dev,6327,1582,0.121997,0.973817,0.829925,0.136649,0.039332,40.0,13.06,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,1,cv_dev,6328,1581,0.1284,0.977185,0.838355,0.128314,0.038978,35.0,12.26,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,2,cv_dev,6327,1582,0.127686,0.969953,0.762789,0.151566,0.046324,31.0,10.37,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,3,cv_dev,6327,1582,0.140329,0.971476,0.78424,0.150895,0.046843,27.0,6.87,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,4,cv_dev,6327,1582,0.127686,0.976894,0.8301,0.132276,0.041073,25.0,8.16,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,0,cv_dev,6327,1582,0.121997,0.974783,0.83387,0.132909,0.03848,42.0,13.91,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,1,cv_dev,6328,1581,0.1284,0.975931,0.819695,0.131857,0.040038,27.0,8.83,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,2,cv_dev,6327,1582,0.127686,0.971646,0.777668,0.145149,0.044668,34.0,11.42,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,3,cv_dev,6327,1582,0.140329,0.970081,0.779301,0.154888,0.047973,27.0,8.94,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,4,cv_dev,6327,1582,0.127686,0.976069,0.815043,0.140657,0.043049,37.0,12.2,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,0,cv_dev,6327,1582,0.121997,0.975287,0.817348,0.132208,0.038745,32.0,10.59,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,1,cv_dev,6328,1581,0.1284,0.976274,0.816434,0.136371,0.039988,26.0,8.35,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,2,cv_dev,6327,1582,0.127686,0.970921,0.775786,0.140357,0.043161,25.0,8.07,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,3,cv_dev,6327,1582,0.140329,0.967011,0.78802,0.171349,0.048241,32.0,10.64,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,4,cv_dev,6327,1582,0.127686,0.975276,0.817736,0.139335,0.042725,33.0,10.94,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,0,cv_dev,6327,1582,0.121997,0.975268,0.832377,0.133884,0.039265,40.0,10.22,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,1,cv_dev,6328,1581,0.1284,0.974862,0.83708,0.135338,0.040503,36.0,7.43,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,2,cv_dev,6327,1582,0.127686,0.974161,0.780695,0.139735,0.042962,34.0,6.93,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,3,cv_dev,6327,1582,0.140329,0.96037,0.790917,0.172594,0.050049,34.0,6.71,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,4,cv_dev,6327,1582,0.127686,0.976822,0.82508,0.134046,0.041247,24.0,4.81,7a5d721-dirty,"Dos cabezas, d_head 32. Punto intermedio de la familia, a parametros constantes contra la base."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,0,cv_dev,6327,1582,0.121997,0.978536,0.820634,0.119426,0.03699,24.0,5.27,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,1,cv_dev,6328,1581,0.1284,0.975627,0.825878,0.131002,0.038731,23.0,4.82,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,2,cv_dev,6327,1582,0.127686,0.972137,0.778919,0.140469,0.043908,32.0,6.91,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,3,cv_dev,6327,1582,0.140329,0.966696,0.7999,0.157892,0.049473,19.0,4.0,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,4,cv_dev,6327,1582,0.127686,0.977551,0.83106,0.139692,0.043044,26.0,5.48,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,0,cv_dev,6327,1582,0.121997,0.976581,0.833099,0.130179,0.038459,30.0,6.26,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,1,cv_dev,6328,1581,0.1284,0.975938,0.839907,0.146841,0.0417,29.0,6.2,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,2,cv_dev,6327,1582,0.127686,0.97123,0.765499,0.147009,0.045304,27.0,6.87,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,3,cv_dev,6327,1582,0.140329,0.96715,0.781444,0.179379,0.052691,34.0,10.11,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,4,cv_dev,6327,1582,0.127686,0.978186,0.837389,0.136162,0.042485,29.0,6.04,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,0,cv_dev,6327,1582,0.121997,0.977324,0.82265,0.13418,0.040512,33.0,9.97,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,1,cv_dev,6328,1581,0.1284,0.97572,0.82999,0.142936,0.041911,33.0,10.56,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,2,cv_dev,6327,1582,0.127686,0.971452,0.772665,0.145866,0.044726,31.0,10.12,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,3,cv_dev,6327,1582,0.140329,0.966902,0.776259,0.158597,0.050696,18.0,5.82,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,4,cv_dev,6327,1582,0.127686,0.976037,0.80773,0.139874,0.042392,31.0,10.02,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,0,cv_dev,6327,1582,0.121997,0.976738,0.811572,0.12908,0.038506,31.0,9.9,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,1,cv_dev,6328,1581,0.1284,0.976646,0.825804,0.13748,0.039489,26.0,8.3,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,2,cv_dev,6327,1582,0.127686,0.972693,0.778523,0.149504,0.044337,28.0,8.79,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,3,cv_dev,6327,1582,0.140329,0.968608,0.776686,0.165512,0.048222,29.0,9.38,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,4,cv_dev,6327,1582,0.127686,0.976083,0.818761,0.135087,0.041853,26.0,8.55,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,0,cv_dev,6327,1582,0.121997,0.975309,0.816172,0.137205,0.040622,47.0,14.88,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,1,cv_dev,6328,1581,0.1284,0.975827,0.837851,0.134885,0.040553,34.0,10.63,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,2,cv_dev,6327,1582,0.127686,0.972453,0.770501,0.150852,0.045556,34.0,10.91,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,3,cv_dev,6327,1582,0.140329,0.968975,0.787747,0.152978,0.047482,28.0,8.72,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
cabezas_8,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,4,cv_dev,6327,1582,0.127686,0.976112,0.816983,0.135999,0.041889,24.0,7.59,7a5d721-dirty,"Ocho cabezas, d_head 8. El paper reporta que pasarse de cabezas degrada porque cada subespacio queda demasiado chico; esta fila lo pone a prueba a esta escala."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,0,cv_dev,6327,1582,0.121997,0.972717,0.804707,0.133792,0.039398,35.0,8.91,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,1,cv_dev,6328,1581,0.1284,0.978151,0.846177,0.136508,0.039175,27.0,6.74,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,2,cv_dev,6327,1582,0.127686,0.971524,0.776925,0.143771,0.043608,27.0,7.01,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,3,cv_dev,6327,1582,0.140329,0.970784,0.781458,0.158498,0.049261,25.0,6.34,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",42,4,cv_dev,6327,1582,0.127686,0.977515,0.824465,0.131556,0.040948,28.0,7.76,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,0,cv_dev,6327,1582,0.121997,0.973653,0.815473,0.127449,0.038202,29.0,7.95,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,1,cv_dev,6328,1581,0.1284,0.975634,0.81454,0.139794,0.041181,32.0,8.13,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,2,cv_dev,6327,1582,0.127686,0.971786,0.774552,0.148755,0.043437,30.0,7.89,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,3,cv_dev,6327,1582,0.140329,0.964948,0.77471,0.168888,0.047982,27.0,6.73,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",43,4,cv_dev,6327,1582,0.127686,0.976521,0.809261,0.135207,0.043041,29.0,7.85,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,0,cv_dev,6327,1582,0.121997,0.975291,0.81234,0.127949,0.038453,27.0,7.06,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,1,cv_dev,6328,1581,0.1284,0.975412,0.824841,0.149474,0.041716,35.0,9.04,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,2,cv_dev,6327,1582,0.127686,0.972417,0.785315,0.139371,0.042901,26.0,6.76,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,3,cv_dev,6327,1582,0.140329,0.967852,0.764277,0.15559,0.048561,25.0,6.58,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",44,4,cv_dev,6327,1582,0.127686,0.975994,0.818748,0.138356,0.043035,30.0,7.71,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,0,cv_dev,6327,1582,0.121997,0.976682,0.818751,0.117336,0.03629,24.0,6.29,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,1,cv_dev,6328,1581,0.1284,0.97479,0.834935,0.1472,0.040672,36.0,9.26,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,2,cv_dev,6327,1582,0.127686,0.972087,0.766241,0.148317,0.044182,36.0,9.01,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,3,cv_dev,6327,1582,0.140329,0.969356,0.775496,0.160793,0.04854,30.0,7.98,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",45,4,cv_dev,6327,1582,0.127686,0.976586,0.827392,0.13333,0.041406,23.0,5.95,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
capas_2,ablacion,"texto[both, con marcador] + tabular[7 cat]",46,0,cv_dev,6327,1582,0.121997,0.975858,0.833798,0.143262,0.044335,32.0,8.43,7a5d721-dirty,"Dos bloques encoder en lugar de uno. Con el ratio del FFN ya corregido, mide si apilar bloques aporta algo sobre una senal que es un marcador de 4 tokens."
